"Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","Cloud5pm","RainTomorrow"
"Williamtown",6.6,19,0,"WNW",35,"No",57,0,1024.5,NA,"S",0,"No"
"Mildura",NA,27.7,0,"N",35,"No",49,0,1021.5,"N",NA,0,"No"
"Canberra",13.3,31.7,NA,"WNW",44,"No",80,2,NA,"ESE","WSW",0.4,"No"
"Brisbane",9.7,22.8,0,"W",20,"No",NA,2,1023.1,NA,"WNW",0.4,"No"
"Woomera",19.1,32,0.2,"SSE",44,"No",62,6,1017.9,"SSE",NA,1.2,"No"
"Mildura",18.7,26.2,1.2,"E",NA,"Yes",95,7,1016.4,"SSE","SE",1.4,"Yes"
"Mildura",NA,16.9,0.2,"WNW",41,"No",90,NA,NA,"NW","NW",NA,"No"
"Portland",9.7,21.1,0,"SE",41,"No",65,NA,1016.9,NA,"SE",NA,"No"
"MountGambier",5.5,19.6,0,"N",30,"No",60,8,1018.5,NA,NA,1.6,"No"
"Albury",3.9,NA,0,"W",NA,"No",99,8,1020.2,"ENE","SSE",1.6,"Yes"
"Albury",8.1,12.4,NA,"WSW",50,"Yes",86,8,1013,"WNW","W",1.6,"Yes"
"WaggaWagga",8.9,31.4,0,"NW",26,"No",66,7,1025.1,"ENE","SSE",1.4,"No"
"Sale",11.7,24.2,4.2,"WNW",65,"Yes",99,7,1000.1,"W",NA,1.4,"Yes"
"NorfolkIsland",17.5,23.2,NA,"NE",56,"Yes",78,NA,1013.2,NA,"ENE",NA,"No"
"Moree",NA,32.4,NA,"N",54,"No",89,7,NA,"E","S",1.4,"Yes"
"Watsonia",15.1,20.2,7.2,"NNE",NA,"Yes",NA,8,1020.9,"ENE","NE",1.6,"Yes"
"Bendigo",6.7,30.4,0,"NNW",67,"No",47,4,1014.9,"ESE",NA,0.8,"No"
"Sydney",12.4,NA,NA,NA,35,"No",74,1,NA,NA,"NE",0.2,"No"
"Mildura",13,29.1,0,"SSW",30,"No",NA,0,1018.3,"SE","SSW",0,"No"
"NorfolkIsland",18.5,21.8,0,"WNW",43,"No",75,2,1009.8,NA,"SW",0.4,"Yes"
"Katherine",9.9,32.3,0,"NNE",NA,"No",40,0,1016.4,"SE","N",0,"No"
"Watsonia",5.5,16.9,0,"N",39,"No",78,7,NA,NA,"WNW",1.4,"Yes"
"AliceSprings",22.4,36.3,0,"SSE",52,NA,44,2,1006.4,"SE","SSE",0.4,"No"
"Sydney",NA,21.1,0,"S",50,"No",44,NA,NA,"W","SSW",NA,"Yes"
"Watsonia",14.1,31.3,0,"N",31,"No",NA,6,1012.9,"NE",NA,1.2,"No"
"Sale",6,16.9,0,"NE",NA,NA,72,8,1008.3,"NNE","NNE",1.6,"Yes"
NA,NA,19.9,0,"N",48,"No",88,2,1023.8,"N","N",0.4,"Yes"
"PearceRAAF",13.5,26.2,0,"WSW",50,"No",NA,NA,1017,"SSE",NA,NA,"No"
"NorfolkIsland",19,NA,0,"SSW",46,"No",59,2,1008.1,"SSW","SSW",0.4,"Yes"
"Watsonia",17.2,22.3,8,NA,31,"Yes",80,8,1018.8,"S","SSW",1.6,"No"
"Woomera",5.1,13.7,0,"SSE",35,"No",NA,0,1025.3,"S",NA,0,"No"
"Darwin",25.1,33.1,0,"NE",15,"No",68,NA,1011.2,"NE","NNW",NA,"No"
"CoffsHarbour",21.6,NA,80.6,"NNE",35,"Yes",91,7,1018.4,"S","E",1.4,"No"
"Sydney",NA,NA,0,NA,NA,"No",68,4,1026.4,"W","E",0.8,"No"
"WaggaWagga",NA,31.2,0,"S",33,"No",59,1,1017.5,"NE","SE",0.2,"No"
"AliceSprings",20.4,NA,0,"W",41,NA,23,3,998.3,"NNE","NNE",0.6,"No"
"Sydney",NA,NA,NA,"N",56,"No",52,7,NA,"ESE","NE",1.4,"No"
"Katherine",NA,37.3,0,"E",44,NA,53,0,1015.8,"ENE",NA,0,"No"
"Portland",6.8,24.6,0,NA,39,"No",83,1,1012,NA,"E",0.2,"Yes"
"PerthAirport",23.8,36,0,"ENE",43,"No",NA,3,1007.1,NA,"E",0.6,"No"
"MelbourneAirport",18.8,30.9,0,"N",43,"No",41,1,1021.4,"N","N",0.2,"No"
"Williamtown",17.8,24.3,8.4,"SSW",39,"Yes",80,7,1015.2,"SW","S",1.4,"No"
"NorfolkIsland",13.6,19.1,3,"S",28,"Yes",85,5,NA,"NE","SE",1,"Yes"
NA,NA,31.3,0,NA,33,NA,75,0,1016.1,"SSE","SSE",0,"No"
"Cobar",NA,31.7,NA,"WSW",37,"No",67,NA,1008.2,NA,"NNW",NA,"No"
"Melbourne",18,29.8,1.6,"ESE",26,"Yes",NA,8,1012,"NNE","NNE",1.6,"No"
"AliceSprings",22.5,34.5,12.2,"NNE",43,NA,47,5,1007.8,"NE","ENE",1,"No"
"Townsville",22.6,26.4,NA,"E",37,NA,75,7,NA,"ESE","E",1.4,"No"
"Sale",11.3,NA,0.4,"WNW",46,"No",71,8,1015.6,"W","W",1.6,"No"
"Darwin",25.5,33.4,9.8,"N",31,"Yes",74,4,1012.6,"ENE","N",0.8,"Yes"
NA,10.9,22,0.6,"SSE",52,"No",NA,1,NA,"WNW","S",0.2,"Yes"
"Moree",12.5,18.2,0,"SW",28,"No",71,6,1019.7,"SSW","NW",1.2,"Yes"
"PerthAirport",9.3,21.6,0,"NNE",22,"No",61,6,1022.6,"NE","WSW",1.2,"No"
"MelbourneAirport",11.2,17.3,8.4,"N",63,"Yes",83,3,1021.8,"N","N",0.6,"Yes"
"Darwin",25.7,34.9,0.6,"E",50,"No",63,5,1010,"ESE","ESE",1,"Yes"
"WaggaWagga",NA,18,0,"E",31,"No",67,0,1031.1,"E",NA,0,"No"
"MelbourneAirport",18.3,23.9,1,"NNW",54,"No",77,7,1008.4,"NW","WSW",1.4,"No"
"Katherine",7.4,31.2,NA,NA,28,NA,NA,1,NA,NA,"SE",0.2,"No"
"MelbourneAirport",6.6,16.5,0,"N",39,NA,79,1,1029.8,"N","N",0.2,"No"
"Melbourne",14.7,19.9,1.6,"SSE",33,"Yes",67,NA,1017.1,"SSW","S",NA,"No"
"WaggaWagga",12,23.3,NA,"NE",22,"No",76,7,1028.9,NA,"NNE",1.4,"No"
"CoffsHarbour",NA,28.2,0,"NE",NA,NA,NA,1,1020.5,"N","NE",0.2,"No"
"Brisbane",15.3,25.1,0,"E",NA,"No",56,4,NA,"E","ENE",0.8,"No"
"SydneyAirport",12,16.8,NA,"SSW",NA,"Yes",NA,7,1020.4,"SSW","W",1.4,"Yes"
"Hobart",10.1,18.2,7.8,"SW",52,"Yes",52,6,1009,"SW","SE",1.2,"No"
"AliceSprings",NA,40.6,0,"WSW",31,"No",16,1,1011.8,"ENE","E",0.2,"No"
"Darwin",25.1,33.3,0,"E",50,"No",73,NA,1011.3,"ENE","E",NA,"No"
"Cairns",NA,26.3,0,"E",33,"No",52,1,1017.2,"SSE","E",0.2,"No"
"Cairns",21.4,27.4,15.6,"SSE",61,"Yes",84,7,1018.4,"S","SE",1.4,"Yes"
NA,6.4,19,6,"E",43,"Yes",NA,5,1014.4,"ESE","WSW",1,"No"
"Sydney",16.8,25.7,0,"ENE",46,"No",65,1,1018.6,"W","E",0.2,"No"
"Wollongong",11.4,15.6,0,"NNW",33,"No",NA,NA,1014,"NNW","N",NA,"No"
"CoffsHarbour",24.3,33.7,0,"SSW",67,"No",66,1,1015.6,"N","NE",0.2,"Yes"
"Nuriootpa",4.1,18,NA,NA,NA,"No",93,6,1023.4,NA,"N",1.2,"No"
"NorfolkIsland",NA,NA,NA,"NNW",67,"Yes",96,8,NA,"WNW","NW",1.6,"Yes"
NA,7.6,20.8,0,NA,35,"No",67,7,1021,NA,"NW",1.4,"No"
"Moree",11.8,NA,0,NA,63,"No",45,7,1011.6,NA,"WSW",1.4,"No"
"MelbourneAirport",13.8,23.6,0,"SW",56,"No",66,5,1003.8,"NNE","S",1,"No"
NA,23.7,30.8,0,"S",37,"No",33,7,1014.3,"SW","N",1.4,"No"
"Darwin",25.7,33.1,0.2,"E",74,"No",83,8,1007.4,"E","WNW",1.6,"Yes"
"PerthAirport",7.3,26.7,0,"SSW",43,"No",NA,0,1019.6,"NE","WSW",0,"No"
"Brisbane",16.5,27.9,0.6,"ESE",24,"No",64,2,1016.3,NA,"S",0.4,"No"
"MelbourneAirport",7.3,19.5,4.6,"WNW",NA,"Yes",64,3,1015.8,NA,NA,0.6,"No"
"MelbourneAirport",10.5,NA,0.2,NA,33,NA,NA,7,1030.3,NA,"S",1.4,"No"
"NorfolkIsland",14.2,20,1.4,"SE",35,"Yes",58,5,1018.1,NA,NA,1,"No"
"MountGambier",6.3,15.4,0.4,"WNW",54,"No",100,7,1026.4,"NNW","WNW",1.4,"No"
"WaggaWagga",13.9,30.2,0,"SSW",26,"No",67,3,1018.9,"E","S",0.6,"No"
"WaggaWagga",19.8,39,NA,NA,35,"No",30,1,1013.7,"NNE","NNW",0.2,"No"
"PearceRAAF",15.2,31.8,0,"WSW",39,NA,58,2,NA,"SW","SW",0.4,"No"
"Watsonia",2.7,19.1,0,NA,50,"No",91,NA,1028.7,"NNE","NNE",NA,"No"
"Woomera",10.9,17.5,0,"ESE",28,"No",74,7,NA,"ESE","NE",1.4,"No"
"Nuriootpa",0.3,12.7,0,"N",28,"No",82,7,1030.5,"NNE","SW",1.4,"No"
"Hobart",NA,15.6,0.6,"SSE",44,"No",76,8,1023.6,"SSE","SSE",1.6,"No"
"AliceSprings",NA,35.5,0,"N",43,"No",28,3,1015.8,"NE","WSW",0.6,"No"
"Moree",12.4,27.5,0,"SW",28,"No",NA,0,1021.7,"E","WSW",0,"No"
"Cairns",23.4,29.4,40,NA,41,"Yes",NA,3,1014,"SSE","SE",0.6,"No"
"Portland",10.6,30,0,"NNW",NA,"No",83,3,1019.7,"ENE","N",0.6,"No"
"NorfolkIsland",14,19.8,9.6,"ENE",NA,"Yes",NA,7,1021.8,"E",NA,1.4,"No"
"Ballarat",5.6,14,2.6,"NE",39,NA,100,5,1020.1,"NE","NE",1,"No"
"Brisbane",18.5,25.7,NA,NA,39,"No",74,4,1021.3,"N","NNE",0.8,"Yes"
"Moree",NA,31.5,0.4,"SSW",52,"No",NA,7,1013.9,"NE",NA,1.4,"Yes"
"Brisbane",10.8,23.2,0,"W",30,NA,NA,0,1012,"WSW","WNW",0,"No"
"PerthAirport",14,NA,NA,"NE",52,"No",33,6,1028.9,NA,"ENE",1.2,"No"
"Perth",NA,18.9,0,"NE",30,NA,65,4,1023.7,"E","NNE",0.8,"No"
"Wollongong",19.8,24,0,"SSE",44,"No",70,8,1019,NA,"SSE",1.6,"No"
"Katherine",24.5,36.5,13.2,"ENE",72,"Yes",81,6,NA,"NW","W",1.2,"Yes"
"Brisbane",10.2,24.9,NA,NA,26,"No",52,NA,1018.1,"SW","W",NA,"No"
NA,8.5,18.8,NA,"SE",30,NA,66,5,1020.4,"NNW","SE",1,"No"
NA,13.9,18.2,NA,"W",48,NA,93,8,1018.7,"W","W",1.6,"Yes"
NA,7.9,19.8,0,"WSW",46,"No",48,1,1006.1,"N","WSW",0.2,"No"
"Ballarat",5.9,14.1,NA,"N",52,NA,95,8,1017.4,"NNE","NNE",1.6,"No"
NA,4.7,15.8,1.2,"SSE",50,"Yes",68,1,1036.8,"SSW","S",0.2,"No"
"Mildura",10.9,27.9,0,"ESE",48,NA,49,0,1027.9,"ENE","ESE",0,"No"
"Brisbane",10.5,24.3,0,"WNW",19,"No",73,0,1018.9,"W","WNW",0,"No"
NA,NA,19.9,0,NA,33,"No",72,NA,1021.9,"SE","ESE",NA,"Yes"
"Woomera",20.9,38.1,0,"E",57,"No",60,3,1010.2,"SSE","SSE",0.6,"No"
NA,4.2,17.9,0,"SW",NA,"No",52,7,1014.5,"N","SSW",1.4,"No"
"Moree",14.6,30.1,NA,"ENE",41,"Yes",70,5,NA,"E","ENE",1,"No"
"Woomera",12.1,26.7,0,"SSE",41,"No",39,0,1020.7,"SE","ESE",0,"No"
"Williamtown",14.5,NA,0,"NW",61,"No",45,5,1011.1,"NW","WNW",1,"No"
"Albury",12.9,15.8,20,"W",70,"Yes",83,8,1004.8,"WNW","NNW",1.6,"Yes"
NA,6,24.5,3.6,"WSW",39,"Yes",60,1,NA,"S","WSW",0.2,"No"
"CoffsHarbour",11.9,22.9,NA,NA,33,"No",50,6,1019.4,"SW","SSE",1.2,"Yes"
"PerthAirport",4.8,20.2,0,NA,37,"No",64,NA,NA,"NNE",NA,NA,"Yes"
NA,13,23.2,0,"WSW",28,"No",35,1,NA,"SW","ESE",0.2,"No"
"Townsville",21.9,28.6,1,NA,57,"No",62,6,1020.7,"SSE","E",1.2,"No"
"Brisbane",20.1,28.1,1.2,"ESE",50,"Yes",58,NA,1028.1,"SE","SE",NA,"No"
NA,14.8,29.4,0,NA,NA,"No",46,7,NA,"NE","ESE",1.4,"No"
"Melbourne",NA,11.1,0.2,"N",39,"No",88,1,NA,"NNE",NA,0.2,"No"
"Perth",9.3,24.2,0,"SSW",26,"No",57,NA,1026.1,"ESE","SW",NA,"No"
"Mildura",5.2,20.5,0,"S",48,"No",NA,1,1023.6,"SSW","SSW",0.2,"No"
NA,24.2,32.2,0,"SE",39,"No",63,3,1016.2,"SE","SE",0.6,"No"
"Townsville",21.9,28.8,0,"ENE",31,"No",76,7,1018.6,"ENE","NE",1.4,"Yes"
"WaggaWagga",4.5,21.6,0,"SSE",48,"No",30,1,1024.8,"SSE","S",0.2,"No"
"Darwin",23.6,33.3,0,"E",46,"No",75,1,NA,"E","ENE",0.2,"No"
"Uluru",23.8,37.3,0,NA,33,"No",54,1,1009.4,"E","NNE",0.2,"No"
"Portland",NA,25.5,0,"SE",31,"No",76,5,NA,NA,"SE",1,"No"
"Townsville",23.4,30.5,0,"N",33,"No",65,4,1011.8,"NNE","N",0.8,"No"
"PerthAirport",9.7,NA,0,"ENE",39,NA,54,2,1020.9,"ENE","NE",0.4,"No"
"Ballarat",3.6,11.4,NA,"S",39,"Yes",NA,NA,1018.3,"S",NA,NA,"Yes"
"Watsonia",13.4,22.9,0,"S",39,"No",80,7,1012.5,"WSW","S",1.4,"No"
NA,20.1,22.2,13.8,"SSW",52,"Yes",100,8,1014.6,"SE","S",1.6,"Yes"
"Williamtown",NA,18.3,0.2,"S",31,NA,91,5,1024.4,"WNW","SSE",1,"No"
"Woomera",21,34.3,0,"NE",46,"No",38,7,1019.8,"ENE","NE",1.4,"No"
"Ballarat",10.9,21.4,0,"W",54,"No",74,2,1008,"WSW","W",0.4,"No"
"Townsville",NA,28.3,0,"ENE",50,NA,53,1,1023,"SSE","ENE",0.2,"No"
"Melbourne",12,NA,23.8,NA,26,"Yes",88,7,1003.4,"SW","SSW",1.4,"No"
"Woomera",26.7,43.7,0,"SE",44,"No",37,1,1008.2,"SE","SW",0.2,"No"
"Wollongong",18.3,23.6,NA,NA,33,"Yes",91,8,1019.1,"ESE","ESE",1.6,"No"
"NorfolkIsland",18,24.4,0,"S",33,"No",77,8,1013.3,"SSW","SSW",1.6,"No"
"Darwin",24.6,31.2,12.6,"WSW",37,"Yes",85,7,NA,"N","NW",1.4,"Yes"
"WaggaWagga",NA,10.7,0.2,"N",19,"No",NA,8,1030.6,NA,"WNW",1.6,"No"
"Ballarat",5.3,12.1,1.2,"N",61,"Yes",99,8,NA,"N","N",1.6,"Yes"
"SydneyAirport",22.7,46.4,0,"S",87,"No",56,0,1002.7,"N","W",0,"Yes"
"Townsville",19.4,29.7,0,"E",44,"No",NA,7,1018.6,"SSE","E",1.4,"No"
"Darwin",23.7,33.9,NA,"N",35,"No",60,4,1014.7,NA,"N",0.8,"No"
NA,25,33.5,NA,"WNW",35,"No",NA,6,1012.9,"S","WNW",1.2,"No"
"Sale",14.2,28.1,0,"WSW",44,"No",NA,0,1020.8,"W","E",0,"No"
"Watsonia",1.6,16.9,0,"NNW",35,"No",100,6,1027,"ENE","NW",1.2,"Yes"
"Albury",18.7,NA,13.4,"N",22,"Yes",92,8,1012.3,"ENE","ENE",1.6,"Yes"
"Watsonia",11,NA,0,"SSW",31,"No",NA,7,1013.8,NA,"NE",1.4,"No"
"WaggaWagga",14.7,32.4,0,"WSW",59,"No",50,5,1015.7,"ENE","W",1,"No"
"Cobar",10.2,23.7,0,"ENE",33,"No",43,NA,1019.8,"ENE","NE",NA,"No"
NA,NA,NA,0,NA,37,"No",86,7,1032.6,"N",NA,1.4,"No"
"MountGambier",3.4,27,0,"NW",35,"No",NA,NA,1019.7,NA,"NNW",NA,"No"
NA,14.9,19.5,0.2,"WSW",24,"No",87,5,1016.1,"W","W",1,"No"
"Woomera",23.2,33.8,0.2,"W",67,"No",29,5,1006.5,"NNW","N",1,"Yes"
NA,NA,27.2,3.6,"ENE",35,"Yes",92,8,1019.1,"SSW","SSE",1.6,"No"
"SydneyAirport",9.2,18.2,0,"NE",50,"No",72,NA,1015.8,"NW","NNE",NA,"Yes"
NA,7.3,18.2,9.8,"WSW",37,NA,94,3,1021.7,"ENE",NA,0.6,"Yes"
"Portland",11.2,15.6,0.8,"W",69,"No",87,NA,1007.2,"W","WSW",NA,"No"
"WaggaWagga",2.8,14,0,"W",30,"No",95,NA,1019.2,"WNW","SW",NA,"No"
"AliceSprings",14.1,NA,0,"SE",48,"No",NA,3,1014.9,"E",NA,0.6,"No"
"PerthAirport",NA,NA,0,"E",57,"No",47,1,NA,NA,"E",0.2,"No"
"Nuriootpa",14.1,33.5,0,NA,35,NA,NA,0,NA,"ESE","E",0,"No"
"Wollongong",22.1,24.8,NA,"SSW",NA,"No",78,8,1018.7,"SSW","S",1.6,"Yes"
"Canberra",6.6,17,NA,NA,65,NA,NA,8,1015,"NW","WNW",1.6,"No"
NA,NA,14.8,0.2,"S",NA,"No",71,NA,1026.1,"SE","S",NA,"No"
"SydneyAirport",8.9,25.2,0,"NE",35,"No",31,0,1016.3,NA,"NE",0,"No"
NA,19.9,26,1,"E",52,"No",91,8,1022.1,"ENE","E",1.6,"No"
"Albury",11.9,19.4,0,"W",39,"No",85,8,1015.5,NA,"W",1.6,"No"
"Ballarat",5.5,20.2,0,"SE",37,"No",79,3,1019.7,"S","S",0.6,"No"
"Cobar",NA,35.2,0,"SSW",39,"No",7,1,NA,NA,"S",0.2,"No"
"SydneyAirport",21.5,26.7,0.4,"SSW",52,"No",76,6,NA,"S","SSE",1.2,"No"
"Moree",23.6,39.5,0.2,"WSW",41,NA,27,0,NA,"SW","WSW",0,"No"
"NorfolkIsland",19.6,24.1,0,NA,39,"No",74,6,1019.1,"SE","SE",1.2,"No"
"Woomera",NA,40.4,NA,"SE",43,NA,36,0,1018.9,"SSE","WSW",0,"No"
"Cairns",23.4,27.5,29.8,"SE",41,"Yes",81,NA,1013.3,NA,"SSE",NA,"Yes"
"Bendigo",NA,25.2,0,"NW",31,"No",NA,0,1023.4,"ESE",NA,0,"No"
"Cobar",21.4,33.9,0,"W",46,"No",33,1,1005.9,"SSW","W",0.2,"No"
"Melbourne",16.8,31.6,NA,"N",NA,"No",60,6,1014.3,"N","N",1.2,"Yes"
"Richmond",16.7,39.2,0,NA,39,"No",70,1,1014.8,"NNE","NNE",0.2,"No"
"NorfolkIsland",21.7,NA,0,"WNW",33,"No",84,4,NA,"WNW","W",0.8,"No"
"Katherine",7.7,26.7,0,"ESE",39,"No",27,0,1020.4,"SE","ESE",0,"No"
"Katherine",17,36.5,0,"E",59,"No",48,NA,1019.9,NA,NA,NA,"No"
NA,NA,22,0,"S",33,"No",61,1,1023.8,"SE","SSE",0.2,"No"
"Mildura",13.4,27.4,0,"S",35,"No",76,0,1020.1,"S","SSW",0,"No"
"PerthAirport",6.3,NA,0,"NW",NA,"No",70,1,1020,"NE","N",0.2,"No"
"MelbourneAirport",4.8,15.3,0,NA,44,"No",79,5,NA,"N","NW",1,"No"
"Sale",7.8,26.4,0,NA,NA,"No",96,8,1012.1,"ESE","E",1.6,"Yes"
"PearceRAAF",NA,20.1,NA,"NW",57,"Yes",79,8,1021.4,"N","WNW",1.6,"Yes"
NA,0,12.7,0,NA,35,"No",91,7,1018.2,"W","WSW",1.4,"No"
"Cobar",NA,21.5,0,"N",35,"No",54,6,NA,"NE","NE",1.2,"Yes"
"Ballarat",5.5,NA,1.4,"W",44,NA,100,7,1019.8,"N","W",1.4,"Yes"
NA,24.6,35.1,0.4,"ENE",NA,"No",70,7,1007.8,"N","E",1.4,"No"
"Cobar",NA,33.7,0,"NE",28,"No",NA,NA,1014.5,"N","SSW",NA,"No"
"PearceRAAF",NA,20,0,"W",39,"No",NA,8,1020,"W","W",1.6,"Yes"
"Hobart",1.8,10.4,0,"NNW",NA,"No",85,NA,1012.4,"NNW","SE",NA,"No"
"Nuriootpa",8.6,15.9,9.6,"WSW",70,NA,62,4,1017.7,"WSW","WSW",0.8,"No"
"Townsville",25.6,33.5,0,"NNW",37,"No",58,NA,1010,"NNW","N",NA,"No"
"Sale",9.1,15.2,1.8,"WNW",63,"Yes",86,8,NA,"WSW",NA,1.6,"No"
NA,5.1,8.8,0.2,"N",NA,"No",99,NA,NA,"N","N",NA,"No"
NA,17.5,27.3,0,"SSE",44,"No",62,2,1018.4,"SSE","SE",0.4,"No"
"Cobar",16.4,25.3,11.2,"W",24,"Yes",98,8,1019.3,"SSW","W",1.6,"No"
"Hobart",NA,25.3,0,NA,48,"No",51,1,1015,NA,"SE",0.2,"No"
"MelbourneAirport",4,14.8,3.2,"S",33,"Yes",71,5,1025.7,"SW","SSE",1,"No"
"Canberra",13.3,26.5,6.6,"NW",50,"Yes",74,5,1007.3,"NW","WNW",1,"No"
"SydneyAirport",16.2,27.9,0,"WSW",76,NA,58,3,1017.1,"NNE",NA,0.6,"Yes"
"Watsonia",13.4,25.4,0,"SW",NA,"No",85,8,1011.8,NA,"SSW",1.6,"No"
"Williamtown",18.6,29.9,1.8,NA,41,"Yes",87,8,1016.7,"E","NE",1.6,"No"
"Cobar",23.6,36.3,0,"NW",52,"No",NA,1,1015.5,"NE","ENE",0.2,"No"
"AliceSprings",0.3,NA,0,"N",33,"No",14,4,1022.5,"NNW","N",0.8,"No"
"Williamtown",6.5,NA,0,"NW",NA,"No",99,8,1037,"NW","WNW",1.6,"No"
"Brisbane",12.3,22.4,0,"ESE",28,"No",58,3,1026.4,"WSW","E",0.6,"No"
"AliceSprings",23.3,38.9,0,NA,48,"No",25,5,1010,NA,"NE",1,"No"
"Portland",14,25.6,0,"WNW",41,"No",66,8,NA,"NE","E",1.6,"No"
"Darwin",22.1,25.6,367.6,NA,83,"Yes",98,8,996.3,"SSE","WSW",1.6,"Yes"
"Sale",1.3,14.7,0,"WNW",17,"No",NA,7,1006.6,"WNW","ENE",1.4,"No"
"Watsonia",5.2,18.5,0.2,NA,17,"No",94,7,1023.3,"ENE","ESE",1.4,"No"
"Melbourne",NA,15.1,0.2,NA,33,"No",86,7,1025.1,"WSW","SW",1.4,"No"
"Ballarat",NA,7.8,NA,"N",NA,"Yes",99,8,996.9,"N","W",1.6,"Yes"
"Sydney",12.2,28.8,0,NA,28,"No",62,NA,1027.3,"W","WNW",NA,"No"
"Sale",NA,44.4,0,NA,87,"No",64,1,NA,"SSW","NW",0.2,"No"
"Hobart",4.6,13.9,0,"E",35,"No",66,3,1016.9,"SE","E",0.6,"Yes"
"Townsville",13.5,29.3,0,"SSW",31,"No",31,4,1013.5,"SW",NA,0.8,"No"
"NorfolkIsland",NA,23.4,0,NA,31,"No",NA,NA,1017.4,"WNW","W",NA,"No"
"PerthAirport",15.4,26.1,0,"SW",44,"No",48,3,1010.4,"SSW","WSW",0.6,"No"
NA,23.7,NA,2,"ENE",37,"Yes",71,NA,1012.8,"SE","ENE",NA,"No"
"Cairns",22.1,30.7,5.2,"SE",56,"Yes",68,NA,1013.8,"SSE","SE",NA,"No"
NA,23.9,30.3,13.8,"NE",33,"Yes",84,7,NA,NA,"NNE",1.4,"Yes"
"Bendigo",10.5,15,8.6,"NNW",28,"Yes",97,8,1019.9,"NNW","N",1.6,"No"
"NorfolkIsland",13.6,21.8,7.4,"W",44,"Yes",NA,2,1017.3,"NNE","W",0.4,"Yes"
NA,7.1,20.2,0.2,"NNW",33,"No",71,7,1023.3,NA,"WNW",1.4,"No"
"WaggaWagga",NA,29.1,0,"W",44,"No",NA,1,1019.3,"NW","W",0.2,"No"
"MelbourneAirport",18.6,26.6,24.6,"N",72,"Yes",95,8,1002.4,NA,"SE",1.6,"Yes"
"PerthAirport",20.2,NA,0,"NW",37,"No",66,NA,1012.2,NA,"W",NA,"No"
"PearceRAAF",18.7,26.7,1.6,"SW",26,"Yes",95,8,1020.1,"WNW",NA,1.6,"No"
"PerthAirport",8.2,17.2,3.8,"WSW",67,NA,76,5,NA,"W","S",1,"Yes"
"Nuriootpa",11.5,31.9,4,"NNW",30,"Yes",NA,0,1010,"NE","NW",0,"No"
"Hobart",12.1,30.6,0,"NNW",61,"No",34,7,1012.7,"W","ESE",1.4,"No"
"Cobar",12.7,31.6,0,"WNW",41,"No",12,6,1018,"NW","W",1.2,"No"
NA,6.1,14.3,NA,"NW",33,"Yes",77,8,1013.5,"NNW","NNW",1.6,"No"
"Melbourne",12.2,29.1,0,"SSE",33,"No",56,1,1014.9,"WSW",NA,0.2,"No"
"PerthAirport",18.2,40.6,NA,"E",78,"No",42,0,1010.2,"E","S",0,"No"
"WaggaWagga",12.4,28.3,NA,"SE",NA,"No",39,1,1009.3,"SSE","SW",0.2,"No"
"MelbourneAirport",6.8,25,0,"N",54,"No",63,1,1015,"N","N",0.2,"No"
"PerthAirport",17.3,26.2,0,"SW",46,"No",57,7,1007.6,"S","WSW",1.4,"No"
"PearceRAAF",8.9,NA,6,"WSW",50,NA,78,8,1015.7,"SW","SW",1.6,"No"
"MelbourneAirport",NA,16.9,0.2,"WNW",56,"No",56,7,NA,NA,"W",1.4,"No"
"PearceRAAF",12.9,29.1,0,"SW",48,"No",50,0,1006.9,NA,"WSW",0,"No"
"Townsville",22.9,32.1,0.8,"SSE",50,"No",68,6,1008,NA,NA,1.2,"Yes"
"Townsville",21.2,26.8,0,NA,44,NA,69,7,1018.8,"SE","ESE",1.4,"No"
"SydneyAirport",10.7,16.4,3.6,"SSW",50,"Yes",65,NA,1015.7,NA,"S",NA,"No"
"SydneyAirport",NA,24.7,0,"NE",43,"No",NA,1,1025.2,"NW","NE",0.2,"No"
"Cobar",11.6,21.4,0,"NE",31,"No",57,6,1025.8,"NE","ENE",1.2,"No"
NA,5.9,11.1,0.6,"NW",43,"No",NA,8,1013.3,NA,"NW",1.6,"Yes"
"Townsville",24,NA,0.2,"NE",41,"No",70,6,1011.8,NA,NA,1.2,"No"
"PerthAirport",11.1,24.4,2.4,NA,31,"Yes",80,1,1020.8,"NNE","W",0.2,"No"
"Mildura",8,13.7,0,"SSW",35,"No",88,6,1024.8,"S","SSW",1.2,"No"
"MelbourneAirport",7.6,17.9,0,"N",61,"No",66,NA,1019.8,"N","NNW",NA,"No"
"Canberra",5.6,NA,0,"SW",17,"No",69,6,1025.7,NA,"WNW",1.2,"No"
"PerthAirport",11.5,20.1,0,NA,30,"No",76,5,1022.2,"S","ENE",1,"No"
"Townsville",19.6,31.8,0,"SSW",39,NA,27,3,1015.3,"SSE","SSW",0.6,"No"
"WaggaWagga",21.2,31.4,1,"WSW",52,"No",83,7,1008,"SSE",NA,1.4,"No"
"Darwin",22.9,33.1,0,"ENE",37,NA,76,1,1015.1,NA,"NNE",0.2,"No"
"Sale",-1.5,16.1,NA,"WNW",30,NA,96,2,1026.6,"NW","NW",0.4,"No"
"CoffsHarbour",18.7,25.6,6.8,"E",33,"Yes",85,4,NA,"SW","S",0.8,"Yes"
